event,miamiScore,opponentScore,pointDifference,elapsedTime,opponent,id
,64,81,-17,1845.0,NJN,202311250BRK
,66,81,-15,1863.0,NJN,202311250BRK
,68,81,-13,1887.0,NJN,202311250BRK
,68,83,-15,1903.0,NJN,202311250BRK
,68,85,-17,1918.0,NJN,202311250BRK
,70,85,-15,1930.0,NJN,202311250BRK
,70,87,-17,1980.0,NJN,202311250BRK
,71,87,-16,2026.0,NJN,202311250BRK
,72,87,-15,2026.0,NJN,202311250BRK
,74,87,-13,2084.0,NJN,202311250BRK
,74,89,-15,2141.0,NJN,202311250BRK
,74,90,-16,2141.0,NJN,202311250BRK
,76,90,-14,2159.0,NJN,202311250BRK
,76,92,-16,2175.0,NJN,202311250BRK
,78,92,-14,2196.0,NJN,202311250BRK
,78,94,-16,2217.0,NJN,202311250BRK
,80,94,-14,2281.0,NJN,202311250BRK
,80,96,-16,2306.0,NJN,202311250BRK
,82,96,-14,2407.0,NJN,202311250BRK
,82,99,-17,2438.0,NJN,202311250BRK
,83,99,-16,2455.0,NJN,202311250BRK
,83,101,-18,2526.0,NJN,202311250BRK
,83,103,-20,2569.0,NJN,202311250BRK
,85,103,-18,2587.0,NJN,202311250BRK
,85,106,-21,2603.0,NJN,202311250BRK
,87,106,-19,2614.0,NJN,202311250BRK
,88,106,-18,2614.0,NJN,202311250BRK
,88,108,-20,2632.0,NJN,202311250BRK
,90,108,-18,2669.0,NJN,202311250BRK
,90,110,-20,2689.0,NJN,202311250BRK
,90,111,-21,2725.0,NJN,202311250BRK
,92,111,-19,2745.0,NJN,202311250BRK
,92,112,-20,2779.0,NJN,202311250BRK
,95,112,-17,2787.0,NJN,202311250BRK
,97,112,-15,2819.0,NJN,202311250BRK
,97,112,-15,2880.0,NJN,202311250BRK
,0,0,0,0.0,MIL,202311280MIA
,0,2,-2,39.0,MIL,202311280MIA
,0,4,-4,72.0,MIL,202311280MIA
,2,4,-2,97.0,MIL,202311280MIA
,2,6,-4,119.0,MIL,202311280MIA
,2,8,-6,148.0,MIL,202311280MIA
,2,10,-8,194.0,MIL,202311280MIA
,2,12,-10,228.0,MIL,202311280MIA
,2,15,-13,299.0,MIL,202311280MIA
,4,15,-11,336.0,MIL,202311280MIA
,7,15,-8,358.0,MIL,202311280MIA
,7,17,-10,400.0,MIL,202311280MIA
,9,17,-8,415.0,MIL,202311280MIA
,9,19,-10,431.0,MIL,202311280MIA
,11,19,-8,447.0,MIL,202311280MIA
,12,19,-7,475.0,MIL,202311280MIA
,14,19,-5,477.0,MIL,202311280MIA
,15,19,-4,477.0,MIL,202311280MIA
,18,19,-1,515.0,MIL,202311280MIA
,18,22,-4,529.0,MIL,202311280MIA
,20,22,-2,548.0,MIL,202311280MIA
,20,24,-4,613.0,MIL,202311280MIA
,20,26,-6,659.0,MIL,202311280MIA
,20,28,-8,684.0,MIL,202311280MIA
,22,28,-6,693.0,MIL,202311280MIA
,22,29,-7,718.0,MIL,202311280MIA
,22,30,-8,718.0,MIL,202311280MIA
,22,31,-9,718.0,MIL,202311280MIA
,24,31,-7,735.0,MIL,202311280MIA
,25,31,-6,758.0,MIL,202311280MIA
,25,33,-8,772.0,MIL,202311280MIA
,27,33,-6,790.0,MIL,202311280MIA
,29,33,-4,831.0,MIL,202311280MIA
,29,35,-6,850.0,MIL,202311280MIA
,31,35,-4,866.0,MIL,202311280MIA
,33,35,-2,898.0,MIL,202311280MIA
,33,36,-3,911.0,MIL,202311280MIA
,35,36,-1,925.0,MIL,202311280MIA
,35,37,-2,966.0,MIL,202311280MIA
,35,38,-3,966.0,MIL,202311280MIA
,37,38,-1,977.0,MIL,202311280MIA
,37,41,-4,987.0,MIL,202311280MIA
,38,41,-3,996.0,MIL,202311280MIA
T,41,41,0,1021.0,MIL,202311280MIA
LC,44,41,3,1070.0,MIL,202311280MIA
T,44,44,0,1094.0,MIL,202311280MIA
,46,44,2,1108.0,MIL,202311280MIA
,46,45,1,1134.0,MIL,202311280MIA
LC,46,47,-1,1173.0,MIL,202311280MIA
T,47,47,0,1192.0,MIL,202311280MIA
LC,48,47,1,1192.0,MIL,202311280MIA
,51,47,4,1223.0,MIL,202311280MIA
,51,49,2,1248.0,MIL,202311280MIA
T,51,51,0,1278.0,MIL,202311280MIA
LC,51,52,-1,1296.0,MIL,202311280MIA
,51,53,-2,1296.0,MIL,202311280MIA
T,53,53,0,1309.0,MIL,202311280MIA
LC,54,53,1,1337.0,MIL,202311280MIA
,55,53,2,1337.0,MIL,202311280MIA
,57,53,4,1366.0,MIL,202311280MIA
,57,54,3,1375.0,MIL,202311280MIA
,58,54,4,1384.0,MIL,202311280MIA
,58,56,2,1399.0,MIL,202311280MIA
,60,56,4,1409.0,MIL,202311280MIA
,60,59,1,1418.0,MIL,202311280MIA
,62,59,3,1439.0,MIL,202311280MIA
,62,61,1,1482.0,MIL,202311280MIA
,65,61,4,1496.0,MIL,202311280MIA
,65,63,2,1514.0,MIL,202311280MIA
,65,64,1,1530.0,MIL,202311280MIA
T,65,65,0,1530.0,MIL,202311280MIA
LC,65,67,-2,1555.0,MIL,202311280MIA
LC,68,67,1,1572.0,MIL,202311280MIA
LC,68,70,-2,1582.0,MIL,202311280MIA
T,70,70,0,1609.0,MIL,202311280MIA
,70,72,-2,1661.0,MIL,202311280MIA
,70,75,-5,1695.0,MIL,202311280MIA
,73,75,-2,1715.0,MIL,202311280MIA
,73,77,-4,1735.0,MIL,202311280MIA
,76,77,-1,1748.0,MIL,202311280MIA
,76,80,-4,1779.0,MIL,202311280MIA
,78,80,-2,1797.0,MIL,202311280MIA
LC,81,80,1,1829.0,MIL,202311280MIA
T,81,81,0,1876.0,MIL,202311280MIA
,83,81,2,1890.0,MIL,202311280MIA
T,83,83,0,1902.0,MIL,202311280MIA
LC,83,84,-1,1902.0,MIL,202311280MIA
LC,86,84,2,1913.0,MIL,202311280MIA
T,86,86,0,1942.0,MIL,202311280MIA
LC,86,88,-2,1967.0,MIL,202311280MIA
,87,88,-1,1983.0,MIL,202311280MIA
T,88,88,0,1983.0,MIL,202311280MIA
LC,90,88,2,2010.0,MIL,202311280MIA
T,90,90,0,2055.0,MIL,202311280MIA
,93,90,3,2079.0,MIL,202311280MIA
,95,90,5,2123.0,MIL,202311280MIA
,95,92,3,2126.0,MIL,202311280MIA
,95,93,2,2126.0,MIL,202311280MIA
,97,93,4,2148.0,MIL,202311280MIA
,97,96,1,2224.0,MIL,202311280MIA
,100,96,4,2246.0,MIL,202311280MIA
,100,99,1,2276.0,MIL,202311280MIA
,102,99,3,2296.0,MIL,202311280MIA
,104,99,5,2324.0,MIL,202311280MIA
,104,102,2,2334.0,MIL,202311280MIA
T,104,104,0,2366.0,MIL,202311280MIA
,106,104,2,2386.0,MIL,202311280MIA
,106,105,1,2406.0,MIL,202311280MIA
T,106,106,0,2406.0,MIL,202311280MIA
LC,106,108,-2,2427.0,MIL,202311280MIA
T,108,108,0,2491.0,MIL,202311280MIA
,108,110,-2,2502.0,MIL,202311280MIA
T,110,110,0,2532.0,MIL,202311280MIA
,110,111,-1,2538.0,MIL,202311280MIA
,110,112,-2,2538.0,MIL,202311280MIA
T,112,112,0,2557.0,MIL,202311280MIA
LC,113,112,1,2579.0,MIL,202311280MIA
LC,113,115,-2,2594.0,MIL,202311280MIA
T,115,115,0,2618.0,MIL,202311280MIA
LC,118,115,3,2675.0,MIL,202311280MIA
T,118,118,0,2697.0,MIL,202311280MIA
LC,118,120,-2,2745.0,MIL,202311280MIA
,118,122,-4,2782.0,MIL,202311280MIA
,119,122,-3,2786.0,MIL,202311280MIA
,120,122,-2,2786.0,MIL,202311280MIA
,120,123,-3,2802.0,MIL,202311280MIA
,120,124,-4,2802.0,MIL,202311280MIA
,122,124,-2,2815.0,MIL,202311280MIA
,122,125,-3,2817.0,MIL,202311280MIA
,122,126,-4,2817.0,MIL,202311280MIA
,122,127,-5,2817.0,MIL,202311280MIA
,124,127,-3,2824.0,MIL,202311280MIA
,124,129,-5,2842.0,MIL,202311280MIA
,124,131,-7,2866.0,MIL,202311280MIA
,124,131,-7,2880.0,MIL,202311280MIA
,0,0,0,0.0,IND,202311300MIA
,0,2,-2,41.0,IND,202311300MIA
,0,5,-5,74.0,IND,202311300MIA
,2,5,-3,109.0,IND,202311300MIA
,2,7,-5,118.0,IND,202311300MIA
,3,7,-4,130.0,IND,202311300MIA
,4,7,-3,130.0,IND,202311300MIA
,4,10,-6,145.0,IND,202311300MIA
,4,13,-9,174.0,IND,202311300MIA
,4,15,-11,208.0,IND,202311300MIA
,7,15,-8,219.0,IND,202311300MIA
,7,18,-11,233.0,IND,202311300MIA
,7,20,-13,262.0,IND,202311300MIA
,9,20,-11,278.0,IND,202311300MIA
,10,20,-10,278.0,IND,202311300MIA
,12,20,-8,314.0,IND,202311300MIA
,14,20,-6,340.0,IND,202311300MIA
,14,21,-7,352.0,IND,202311300MIA
,14,22,-8,352.0,IND,202311300MIA
,14,24,-10,372.0,IND,202311300MIA
,16,24,-8,388.0,IND,202311300MIA
,16,26,-10,401.0,IND,202311300MIA
,18,26,-8,412.0,IND,202311300MIA
,18,28,-10,465.0,IND,202311300MIA
,19,28,-9,473.0,IND,202311300MIA
,20,28,-8,473.0,IND,202311300MIA
,20,30,-10,491.0,IND,202311300MIA
,20,32,-12,536.0,IND,202311300MIA
,22,32,-10,548.0,IND,202311300MIA
,24,32,-8,602.0,IND,202311300MIA
,24,33,-9,616.0,IND,202311300MIA
,26,33,-7,623.0,IND,202311300MIA
,26,35,-9,653.0,IND,202311300MIA
,27,35,-8,663.0,IND,202311300MIA
,28,35,-7,663.0,IND,202311300MIA
,28,37,-9,679.0,IND,202311300MIA
,28,38,-10,679.0,IND,202311300MIA
,31,38,-7,685.0,IND,202311300MIA
,33,38,-5,717.0,IND,202311300MIA
,33,40,-7,743.0,IND,202311300MIA
,33,41,-8,775.0,IND,202311300MIA
,33,42,-9,775.0,IND,202311300MIA
,33,44,-11,835.0,IND,202311300MIA
,35,44,-9,849.0,IND,202311300MIA
,35,45,-10,866.0,IND,202311300MIA
,35,46,-11,866.0,IND,202311300MIA
,38,46,-8,886.0,IND,202311300MIA
,38,48,-10,916.0,IND,202311300MIA
,39,48,-9,936.0,IND,202311300MIA
,41,48,-7,985.0,IND,202311300MIA
,43,48,-5,1023.0,IND,202311300MIA
,45,48,-3,1068.0,IND,202311300MIA
,45,50,-5,1082.0,IND,202311300MIA
,46,50,-4,1095.0,IND,202311300MIA
,47,50,-3,1105.0,IND,202311300MIA
,48,50,-2,1105.0,IND,202311300MIA
,48,52,-4,1115.0,IND,202311300MIA
,50,52,-2,1146.0,IND,202311300MIA
,50,55,-5,1161.0,IND,202311300MIA
,52,55,-3,1178.0,IND,202311300MIA
,52,57,-5,1191.0,IND,202311300MIA
,52,58,-6,1191.0,IND,202311300MIA
,52,60,-8,1204.0,IND,202311300MIA
,53,60,-7,1218.0,IND,202311300MIA
,54,60,-6,1218.0,IND,202311300MIA
,54,62,-8,1254.0,IND,202311300MIA
,57,62,-5,1290.0,IND,202311300MIA
,57,65,-8,1303.0,IND,202311300MIA
,59,65,-6,1322.0,IND,202311300MIA
,59,68,-9,1339.0,IND,202311300MIA
,59,70,-11,1365.0,IND,202311300MIA
,60,70,-10,1372.0,IND,202311300MIA
,60,71,-11,1387.0,IND,202311300MIA
,62,71,-9,1397.0,IND,202311300MIA
,62,72,-10,1405.0,IND,202311300MIA
,62,73,-11,1405.0,IND,202311300MIA
,64,73,-9,1426.0,IND,202311300MIA
,64,75,-11,1469.0,IND,202311300MIA
,67,75,-8,1489.0,IND,202311300MIA
,67,77,-10,1514.0,IND,202311300MIA
,67,78,-11,1514.0,IND,202311300MIA
,70,78,-8,1536.0,IND,202311300MIA
,72,78,-6,1579.0,IND,202311300MIA
,72,80,-8,1600.0,IND,202311300MIA
,74,80,-6,1628.0,IND,202311300MIA
,76,80,-4,1650.0,IND,202311300MIA
,77,80,-3,1650.0,IND,202311300MIA
,77,82,-5,1662.0,IND,202311300MIA
,79,82,-3,1681.0,IND,202311300MIA
,80,82,-2,1681.0,IND,202311300MIA
,80,84,-4,1689.0,IND,202311300MIA
,80,87,-7,1714.0,IND,202311300MIA
,81,87,-6,1733.0,IND,202311300MIA
,82,87,-5,1733.0,IND,202311300MIA
,82,89,-7,1740.0,IND,202311300MIA
,82,90,-8,1740.0,IND,202311300MIA
,82,92,-10,1781.0,IND,202311300MIA
,84,92,-8,1796.0,IND,202311300MIA
,86,92,-6,1834.0,IND,202311300MIA
,86,94,-8,1845.0,IND,202311300MIA
,88,94,-6,1922.0,IND,202311300MIA
,88,95,-7,1936.0,IND,202311300MIA
,89,95,-6,1944.0,IND,202311300MIA
,90,95,-5,1944.0,IND,202311300MIA
,90,97,-7,1958.0,IND,202311300MIA
,90,98,-8,1986.0,IND,202311300MIA
,91,98,-7,2002.0,IND,202311300MIA
,92,98,-6,2002.0,IND,202311300MIA
,92,100,-8,2017.0,IND,202311300MIA
,94,100,-6,2035.0,IND,202311300MIA
,95,100,-5,2035.0,IND,202311300MIA
,96,100,-4,2125.0,IND,202311300MIA
,97,100,-3,2125.0,IND,202311300MIA
,97,103,-6,2190.0,IND,202311300MIA
,99,103,-4,2202.0,IND,202311300MIA
,102,103,-1,2242.0,IND,202311300MIA
LC,104,103,1,2273.0,IND,202311300MIA
,106,103,3,2306.0,IND,202311300MIA
,106,105,1,2327.0,IND,202311300MIA
,108,105,3,2337.0,IND,202311300MIA
,108,107,1,2356.0,IND,202311300MIA
,110,107,3,2374.0,IND,202311300MIA
,111,107,4,2408.0,IND,202311300MIA
,112,107,5,2408.0,IND,202311300MIA
,114,107,7,2451.0,IND,202311300MIA
,116,107,9,2470.0,IND,202311300MIA
,116,109,7,2546.0,IND,202311300MIA
,118,109,9,2573.0,IND,202311300MIA
,121,109,12,2589.0,IND,202311300MIA
,123,109,14,2609.0,IND,202311300MIA
,124,109,15,2629.0,IND,202311300MIA
,125,109,16,2629.0,IND,202311300MIA
,125,112,13,2656.0,IND,202311300MIA
,125,113,12,2676.0,IND,202311300MIA
,125,114,11,2676.0,IND,202311300MIA
,127,114,13,2697.0,IND,202311300MIA
,127,116,11,2710.0,IND,202311300MIA
,128,116,12,2717.0,IND,202311300MIA
,128,118,10,2726.0,IND,202311300MIA
,128,121,7,2757.0,IND,202311300MIA
,130,121,9,2773.0,IND,202311300MIA
,130,122,8,2779.0,IND,202311300MIA
,130,123,7,2779.0,IND,202311300MIA
,132,123,9,2798.0,IND,202311300MIA
,134,123,11,2810.0,IND,202311300MIA
,134,125,9,2820.0,IND,202311300MIA
,134,126,8,2820.0,IND,202311300MIA
,134,128,6,2828.0,IND,202311300MIA
,135,128,7,2847.0,IND,202311300MIA
,136,128,8,2847.0,IND,202311300MIA
,136,130,6,2854.0,IND,202311300MIA
,137,130,7,2854.0,IND,202311300MIA
,138,130,8,2854.0,IND,202311300MIA
,138,132,6,2859.0,IND,202311300MIA
,139,132,7,2861.0,IND,202311300MIA
,140,132,8,2861.0,IND,202311300MIA
,141,132,9,2872.0,IND,202311300MIA
,142,132,10,2872.0,IND,202311300MIA
,142,132,10,2880.0,IND,202311300MIA
,0,0,0,0.0,IND,202312020MIA
,2,0,2,33.0,IND,202312020MIA
,2,1,1,48.0,IND,202312020MIA
,4,1,3,133.0,IND,202312020MIA
,4,3,1,161.0,IND,202312020MIA
T,4,4,0,167.0,IND,202312020MIA
LC,4,5,-1,167.0,IND,202312020MIA
LC,6,5,1,183.0,IND,202312020MIA
,8,5,3,248.0,IND,202312020MIA
,8,7,1,293.0,IND,202312020MIA
,11,7,4,340.0,IND,202312020MIA
,14,7,7,410.0,IND,202312020MIA
,14,9,5,422.0,IND,202312020MIA
,14,12,2,451.0,IND,202312020MIA
,17,12,5,504.0,IND,202312020MIA
,18,12,6,504.0,IND,202312020MIA
,20,12,8,530.0,IND,202312020MIA
,20,14,6,545.0,IND,202312020MIA
,20,15,5,584.0,IND,202312020MIA
,20,16,4,584.0,IND,202312020MIA
,22,16,6,587.0,IND,202312020MIA
,22,18,4,606.0,IND,202312020MIA
,25,18,7,612.0,IND,202312020MIA
,25,20,5,624.0,IND,202312020MIA
,25,22,3,651.0,IND,202312020MIA
,27,22,5,663.0,IND,202312020MIA
,27,23,4,678.0,IND,202312020MIA
,30,23,7,687.0,IND,202312020MIA
,30,25,5,700.0,IND,202312020MIA
,31,25,6,716.0,IND,202312020MIA
,34,25,9,737.0,IND,202312020MIA
,34,27,7,762.0,IND,202312020MIA
,34,29,5,767.0,IND,202312020MIA
,36,29,7,787.0,IND,202312020MIA
,36,31,5,797.0,IND,202312020MIA
,36,33,3,818.0,IND,202312020MIA
,37,33,4,846.0,IND,202312020MIA
,39,33,6,865.0,IND,202312020MIA
,41,33,8,904.0,IND,202312020MIA
,43,33,10,956.0,IND,202312020MIA
,43,35,8,967.0,IND,202312020MIA
,45,35,10,979.0,IND,202312020MIA
,45,37,8,998.0,IND,202312020MIA
,45,38,7,998.0,IND,202312020MIA
,45,41,4,1036.0,IND,202312020MIA
,46,41,5,1052.0,IND,202312020MIA
,47,41,6,1052.0,IND,202312020MIA
,47,43,4,1060.0,IND,202312020MIA
,48,43,5,1072.0,IND,202312020MIA
,49,43,6,1072.0,IND,202312020MIA
,51,43,8,1095.0,IND,202312020MIA
,51,46,5,1119.0,IND,202312020MIA
,54,46,8,1132.0,IND,202312020MIA
,54,48,6,1143.0,IND,202312020MIA
,54,49,5,1143.0,IND,202312020MIA
,54,51,3,1164.0,IND,202312020MIA
,56,51,5,1224.0,IND,202312020MIA
,56,53,3,1245.0,IND,202312020MIA
,58,53,5,1265.0,IND,202312020MIA
,59,53,6,1280.0,IND,202312020MIA
,60,53,7,1280.0,IND,202312020MIA
,60,56,4,1293.0,IND,202312020MIA
,63,56,7,1341.0,IND,202312020MIA
,63,58,5,1355.0,IND,202312020MIA
,63,60,3,1379.0,IND,202312020MIA
T,63,63,0,1397.0,IND,202312020MIA
,65,63,2,1420.0,IND,202312020MIA
T,65,65,0,1440.0,IND,202312020MIA
,66,65,1,1455.0,IND,202312020MIA
,67,65,2,1455.0,IND,202312020MIA
T,67,67,0,1467.0,IND,202312020MIA
,70,67,3,1482.0,IND,202312020MIA
,70,69,1,1501.0,IND,202312020MIA
LC,70,72,-2,1562.0,IND,202312020MIA
T,72,72,0,1579.0,IND,202312020MIA
,72,74,-2,1595.0,IND,202312020MIA
,72,77,-5,1635.0,IND,202312020MIA
,72,80,-8,1667.0,IND,202312020MIA
,72,82,-10,1689.0,IND,202312020MIA
,75,82,-7,1709.0,IND,202312020MIA
,77,82,-5,1737.0,IND,202312020MIA
,77,84,-7,1776.0,IND,202312020MIA
,77,86,-9,1816.0,IND,202312020MIA
,79,86,-7,1835.0,IND,202312020MIA
,79,88,-9,1844.0,IND,202312020MIA
,81,88,-7,1858.0,IND,202312020MIA
,81,91,-10,1868.0,IND,202312020MIA
,83,91,-8,1883.0,IND,202312020MIA
,84,91,-7,1883.0,IND,202312020MIA
,86,91,-5,1915.0,IND,202312020MIA
,86,94,-8,1928.0,IND,202312020MIA
,88,94,-6,1967.0,IND,202312020MIA
,88,97,-9,1984.0,IND,202312020MIA
,90,97,-7,1999.0,IND,202312020MIA
,90,99,-9,2010.0,IND,202312020MIA
,92,99,-7,2035.0,IND,202312020MIA
,92,101,-9,2040.0,IND,202312020MIA
,92,102,-10,2040.0,IND,202312020MIA
,94,102,-8,2061.0,IND,202312020MIA
,96,102,-6,2099.0,IND,202312020MIA
,96,104,-8,2113.0,IND,202312020MIA
,96,105,-9,2128.0,IND,202312020MIA
,96,106,-10,2128.0,IND,202312020MIA
,98,106,-8,2138.0,IND,202312020MIA
,100,106,-6,2191.0,IND,202312020MIA
,100,108,-8,2210.0,IND,202312020MIA
,101,108,-7,2231.0,IND,202312020MIA
,101,110,-9,2243.0,IND,202312020MIA
,103,110,-7,2261.0,IND,202312020MIA
,103,112,-9,2277.0,IND,202312020MIA
,103,115,-12,2363.0,IND,202312020MIA
,105,115,-10,2381.0,IND,202312020MIA
,106,115,-9,2381.0,IND,202312020MIA
,106,118,-12,2403.0,IND,202312020MIA
,108,118,-10,2426.0,IND,202312020MIA
,108,120,-12,2437.0,IND,202312020MIA
,109,120,-11,2449.0,IND,202312020MIA
,110,120,-10,2449.0,IND,202312020MIA
,110,121,-11,2461.0,IND,202312020MIA
,110,122,-12,2461.0,IND,202312020MIA
,113,122,-9,2477.0,IND,202312020MIA
,113,125,-12,2498.0,IND,202312020MIA
,116,125,-9,2523.0,IND,202312020MIA
,118,125,-7,2547.0,IND,202312020MIA
,119,125,-6,2547.0,IND,202312020MIA
,119,127,-8,2571.0,IND,202312020MIA
,121,127,-6,2586.0,IND,202312020MIA
,121,129,-8,2604.0,IND,202312020MIA
,121,131,-10,2623.0,IND,202312020MIA
,121,132,-11,2623.0,IND,202312020MIA
,121,133,-12,2654.0,IND,202312020MIA
,121,134,-13,2654.0,IND,202312020MIA
,123,134,-11,2669.0,IND,202312020MIA
,123,137,-14,2685.0,IND,202312020MIA
,124,137,-13,2698.0,IND,202312020MIA
,125,137,-12,2698.0,IND,202312020MIA
,125,139,-14,2717.0,IND,202312020MIA
,127,139,-12,2731.0,IND,202312020MIA
,127,141,-14,2781.0,IND,202312020MIA
,127,144,-17,2810.0,IND,202312020MIA
,128,144,-16,2850.0,IND,202312020MIA
,129,144,-15,2850.0,IND,202312020MIA
,129,144,-15,2880.0,IND,202312020MIA
,0,0,0,0.0,TOR,202312060TOR
,0,2,-2,17.0,TOR,202312060TOR
LC,3,2,1,40.0,TOR,202312060TOR
,6,2,4,117.0,TOR,202312060TOR
,9,2,7,170.0,TOR,202312060TOR
,9,4,5,189.0,TOR,202312060TOR
,12,4,8,213.0,TOR,202312060TOR
,15,4,11,260.0,TOR,202312060TOR
,15,7,8,291.0,TOR,202312060TOR
,17,7,10,320.0,TOR,202312060TOR
,20,7,13,347.0,TOR,202312060TOR
,22,7,15,366.0,TOR,202312060TOR
,22,10,12,389.0,TOR,202312060TOR
,22,12,10,424.0,TOR,202312060TOR
,22,15,7,457.0,TOR,202312060TOR
,22,17,5,484.0,TOR,202312060TOR
,24,17,7,503.0,TOR,202312060TOR
,24,20,4,525.0,TOR,202312060TOR
,26,20,6,542.0,TOR,202312060TOR
,26,22,4,557.0,TOR,202312060TOR
,26,24,2,586.0,TOR,202312060TOR
,28,24,4,598.0,TOR,202312060TOR
,30,24,6,624.0,TOR,202312060TOR
,30,25,5,646.0,TOR,202312060TOR
,30,26,4,646.0,TOR,202312060TOR
,32,26,6,664.0,TOR,202312060TOR
,32,27,5,668.0,TOR,202312060TOR
,32,28,4,668.0,TOR,202312060TOR
,34,28,6,676.0,TOR,202312060TOR
,34,30,4,685.0,TOR,202312060TOR
,35,30,5,692.0,TOR,202312060TOR
,36,30,6,692.0,TOR,202312060TOR
,37,30,7,692.0,TOR,202312060TOR
,37,31,6,708.0,TOR,202312060TOR
,37,32,5,708.0,TOR,202312060TOR
,39,32,7,756.0,TOR,202312060TOR
,39,35,4,781.0,TOR,202312060TOR
,41,35,6,796.0,TOR,202312060TOR
,41,36,5,814.0,TOR,202312060TOR
,41,37,4,814.0,TOR,202312060TOR
,44,37,7,825.0,TOR,202312060TOR
,44,39,5,849.0,TOR,202312060TOR
,45,39,6,859.0,TOR,202312060TOR
,47,39,8,896.0,TOR,202312060TOR
,47,41,6,930.0,TOR,202312060TOR
,49,41,8,939.0,TOR,202312060TOR
,49,44,5,951.0,TOR,202312060TOR
,51,44,7,991.0,TOR,202312060TOR
,51,46,5,1011.0,TOR,202312060TOR
,51,48,3,1049.0,TOR,202312060TOR
,51,49,2,1138.0,TOR,202312060TOR
,51,50,1,1138.0,TOR,202312060TOR
,54,50,4,1160.0,TOR,202312060TOR
,54,52,2,1175.0,TOR,202312060TOR
T,54,54,0,1203.0,TOR,202312060TOR
,57,54,3,1220.0,TOR,202312060TOR
T,57,57,0,1240.0,TOR,202312060TOR
LC,57,60,-3,1272.0,TOR,202312060TOR
,59,60,-1,1284.0,TOR,202312060TOR
,59,62,-3,1304.0,TOR,202312060TOR
,59,64,-5,1341.0,TOR,202312060TOR
,61,64,-3,1361.0,TOR,202312060TOR
T,64,64,0,1398.0,TOR,202312060TOR
,64,65,-1,1408.0,TOR,202312060TOR
,64,66,-2,1408.0,TOR,202312060TOR
,65,66,-1,1486.0,TOR,202312060TOR
LC,68,66,2,1511.0,TOR,202312060TOR
,70,66,4,1615.0,TOR,202312060TOR
,72,66,6,1637.0,TOR,202312060TOR
,74,66,8,1726.0,TOR,202312060TOR
,76,66,10,1748.0,TOR,202312060TOR
,78,66,12,1770.0,TOR,202312060TOR
,79,66,13,1804.0,TOR,202312060TOR
,80,66,14,1804.0,TOR,202312060TOR
,80,68,12,1826.0,TOR,202312060TOR
,80,69,11,1826.0,TOR,202312060TOR
,81,69,12,1839.0,TOR,202312060TOR
,82,69,13,1839.0,TOR,202312060TOR
,82,72,10,1920.0,TOR,202312060TOR
,82,74,8,1940.0,TOR,202312060TOR
,83,74,9,1952.0,TOR,202312060TOR
,84,74,10,1952.0,TOR,202312060TOR
,84,75,9,2000.0,TOR,202312060TOR
,84,76,8,2000.0,TOR,202312060TOR
,87,76,11,2051.0,TOR,202312060TOR
,87,78,9,2071.0,TOR,202312060TOR
,87,81,6,2089.0,TOR,202312060TOR
,87,84,3,2126.0,TOR,202312060TOR
T,87,87,0,2299.0,TOR,202312060TOR
,89,87,2,2325.0,TOR,202312060TOR
,90,87,3,2325.0,TOR,202312060TOR
,92,87,5,2366.0,TOR,202312060TOR
,95,87,8,2402.0,TOR,202312060TOR
,97,87,10,2449.0,TOR,202312060TOR
,97,89,8,2502.0,TOR,202312060TOR
,97,92,5,2566.0,TOR,202312060TOR
,97,94,3,2644.0,TOR,202312060TOR
,99,94,5,2675.0,TOR,202312060TOR
,99,96,3,2698.0,TOR,202312060TOR
,102,96,6,2716.0,TOR,202312060TOR
,104,96,8,2748.0,TOR,202312060TOR
,106,96,10,2777.0,TOR,202312060TOR
,106,99,7,2792.0,TOR,202312060TOR
,108,99,9,2815.0,TOR,202312060TOR
,108,101,7,2828.0,TOR,202312060TOR
,109,101,8,2844.0,TOR,202312060TOR
,110,101,9,2844.0,TOR,202312060TOR
,110,103,7,2852.0,TOR,202312060TOR
,111,103,8,2858.0,TOR,202312060TOR
,112,103,9,2858.0,TOR,202312060TOR
,112,103,9,2880.0,TOR,202312060TOR
,0,0,0,0.0,CLE,202312080MIA
,0,2,-2,19.0,CLE,202312080MIA
,0,3,-3,19.0,CLE,202312080MIA
,1,3,-2,35.0,CLE,202312080MIA
,1,5,-4,57.0,CLE,202312080MIA
,4,5,-1,79.0,CLE,202312080MIA
,4,6,-2,142.0,CLE,202312080MIA
,4,8,-4,258.0,CLE,202312080MIA
,6,8,-2,275.0,CLE,202312080MIA
,7,8,-1,325.0,CLE,202312080MIA
T,8,8,0,325.0,CLE,202312080MIA
,8,10,-2,347.0,CLE,202312080MIA
,8,12,-4,374.0,CLE,202312080MIA
,9,12,-3,381.0,CLE,202312080MIA
,11,12,-1,428.0,CLE,202312080MIA
LC,14,12,2,468.0,CLE,202312080MIA
,15,12,3,497.0,CLE,202312080MIA
,16,12,4,497.0,CLE,202312080MIA
,18,12,6,512.0,CLE,202312080MIA
,21,12,9,548.0,CLE,202312080MIA
,23,12,11,606.0,CLE,202312080MIA
,23,14,9,643.0,CLE,202312080MIA
,23,17,6,666.0,CLE,202312080MIA
,25,17,8,720.0,CLE,202312080MIA
,25,19,6,759.0,CLE,202312080MIA
,27,19,8,769.0,CLE,202312080MIA
,28,19,9,769.0,CLE,202312080MIA
,28,21,7,788.0,CLE,202312080MIA
